PuzzleId,Rating,Themes,OpeningFamily,Solved
0kM05,1070,crushing long middlegame pin,nan,True
0kaq9,1167,crushing long middlegame,Grunfeld_Defense,False
0kyqr,1088,advantage deflection endgame knightEndgame long quietMove,nan,False
0nFoa,1084,crushing deflection long opening,nan,False
0nIQn,999,advantage deflection exposedKing long opening,Sicilian_Defense,True
0okfN,1004,advantage endgame long pin,nan,False
0orXC,983,advantage endgame long,nan,True
0otKt,1149,advantage endgame long master,nan,False
0pful,1197,advantage middlegame pin veryLong,nan,False
0q6zl,1129,advantage long opening,French_Defense,False
0qEHc,821,advancedPawn advantage endgame knightEndgame long,nan,False
0qxBO,1175,advantage long opening,Hungarian_Opening,False
0r2qn,600,advantage endgame long,nan,True
0szMi,1141,advancedPawn advantage endgame long promotion,nan,False
0ts5t,990,advantage endgame long,nan,False
0uS00,1093,advancedPawn advantage endgame long,nan,True
0uaYW,1184,advancedPawn advantage endgame long master rookEndgame,nan,False
0wOdt,1086,advantage endgame long skewer,nan,False
0z1Ny,1134,advantage long opening pin,French_Defense,False
0zxvI,935,advantage attraction endgame long,nan,True
100Tq,1091,advancedPawn advantage endgame long promotion rookEndgame,nan,False
107K1,1104,advantage endgame long,nan,False
10Gv5,1178,advantage endgame long,nan,False
12Lia,1196,advantage long opening,nan,False
16YnN,1185,advancedPawn advantage endgame promotion rookEndgame veryLong,nan,False
1BT8z,1026,advantage deflection kingsideAttack middlegame veryLong,nan,False
1Dtzu,1037,crushing kingsideAttack long opening,Bishops_Opening,False
1GPNd,1097,advantage endgame veryLong,nan,False
1GqnW,1004,advantage middlegame veryLong,Sicilian_Defense,True
1L7Z8,1174,advantage endgame veryLong,nan,False
1O0ya,1031,advantage hangingPiece long opening,Sicilian_Defense,True
1Opdo,1176,advantage hangingPiece middlegame veryLong,nan,False
1UqOw,846,advantage hangingPiece long opening,Sicilian_Defense,True
1V7pr,1082,advantage long opening,Sicilian_Defense,False
1Y6Fr,1198,advantage long opening,nan,True
1Ysk7,1132,crushing kingsideAttack middlegame veryLong,nan,False
1ageX,891,crushing kingsideAttack long master opening,nan,False
1cQ7Q,1197,advantage long opening,Ruy_Lopez,False
1f10s,1094,advancedPawn advantage endgame pawnEndgame promotion quietMove veryLong,nan,False
1oT6R,1194,advancedPawn advantage endgame pawnEndgame promotion quietMove veryLong,nan,False
1rxXd,695,crushing long opening,Caro-Kann_Defense,False
1xGZ7,1195,crushing long opening pin trappedPiece,nan,False
24F1X,1086,crushing kingsideAttack middlegame veryLong,nan,False
28MPa,1055,advantage long master opening,English_Opening,False
2DVmv,850,advantage middlegame veryLong,Queens_Gambit_Declined,True
2HTwu,1143,advantage endgame quietMove veryLong,nan,False
2HY6u,1010,crushing middlegame veryLong,nan,False
2JOSX,1057,advantage long opening,nan,False
2L5vz,1103,advantage endgame skewer veryLong,nan,False
2QPCb,957,advantage long opening,nan,True
2WfOE,1182,advantage long opening trappedPiece,Caro-Kann_Defense,False
2YbJS,1175,advantage long opening,Caro-Kann_Defense,False
2Z3mI,1134,advantage long opening,Sicilian_Defense,False
2aZ9Z,1072,crushing deflection long opening,nan,True
2cWco,901,advantage long opening,Queens_Gambit_Declined,True
2j4qc,1110,advantage long opening,nan,False
2jfua,998,crushing long opening,nan,False
2joS8,1032,advantage attraction long opening,Queens_Pawn_Game,False
2kNVr,1070,advantage endgame veryLong,nan,False
2lsm3,912,crushing long opening,Ruy_Lopez,True
2m20H,997,crushing deflection long opening,nan,True
2piqb,1095,crushing middlegame queensideAttack veryLong,nan,False
2thcH,1192,crushing long opening queensideAttack,Italian_Game,False
2wn9z,993,crushing long opening pin,Scotch_Game,False
2x3Yx,1182,crushing long opening,nan,True
2yoVs,1135,crushing hangingPiece long opening,Caro-Kann_Defense,False
2zjrh,1144,crushing kingsideAttack long opening,Nimzowitsch_Defense,False
30bqP,1165,advantage long opening,Philidor_Defense,False
33qTF,1160,advantage long opening,English_Opening,True
37faA,1175,advantage deflection hangingPiece kingsideAttack middlegame veryLong,nan,False
3A3rI,1074,advantage endgame pin veryLong,nan,False
3A5Sv,1176,advantage long opening pin trappedPiece,Nimzo-Indian_Defense,False
3BhY3,1119,advancedPawn advantage endgame pawnEndgame promotion quietMove veryLong,nan,False
3Gyek,1136,advantage long opening pin trappedPiece,nan,False
3J3cm,1075,crushing deflection long opening,nan,False
3PWBJ,1168,advantage long opening pin trappedPiece,nan,False
3Rtj9,1090,crushing middlegame veryLong,nan,False
3TNlE,1192,advantage long opening pin trappedPiece,Sicilian_Defense,False
3V9S1,1198,advantage attraction capturingDefender long opening,Bishops_Opening,True
3VAUE,1151,advantage defensiveMove middlegame veryLong,nan,True
3Yytm,952,crushing long opening pin,French_Defense,False
3cEpa,1185,crushing long opening trappedPiece,nan,False
3cZmE,1083,crushing hangingPiece kingsideAttack middlegame veryLong,nan,False
3e9Hq,1155,crushing long opening,Queens_Pawn_Game,False
3eDoZ,1116,advantage long opening pin,Blackmar-Diemer_Gambit,True
3eYeU,1089,advantage long opening,nan,True
3hMmb,1170,advantage long opening,nan,False
3hmOk,1070,advantage long opening,French_Defense,True
3kz0u,1183,advantage long opening,Alekhine_Defense,False
3mPkZ,1029,advantage middlegame veryLong,nan,True
3mlYA,1175,advantage defensiveMove endgame veryLong,nan,False
3pXLm,1186,crushing middlegame veryLong,nan,False
3sgQH,1186,advantage long opening,Grob_Opening,False
40LYa,1200,capturingDefender crushing long opening,nan,False
47yWn,1021,advantage long opening,Ruy_Lopez,True
4BNk6,1176,advantage long opening pin trappedPiece,French_Defense,False
4BaHd,1167,advantage long opening,Polish_Opening,True
4FNxs,948,crushing long opening trappedPiece,nan,False
4Gpge,999,advantage hangingPiece intermezzo long opening,nan,True
4MmL4,1119,advantage middlegame skewer veryLong,nan,True
4NX06,797,crushing middlegame pin veryLong,nan,False
4OC5B,1074,clearance crushing exposedKing middlegame pin veryLong,nan,False
4P7YE,845,advantage middlegame veryLong,nan,True
4Tdg8,1102,crushing middlegame veryLong,nan,False
4TgSS,1120,advantage middlegame veryLong,Caro-Kann_Defense,False
4Thsf,1194,advantage long opening,Queens_Gambit_Accepted,False
4UybD,1125,crushing middlegame pin veryLong,nan,False
4Y2s7,1099,crushing long opening,Kings_Gambit_Accepted,False
4ccxz,1152,crushing long opening,nan,True
4eOmA,1067,advantage long opening,Nimzo-Indian_Defense,False
4hbLy,1117,advantage endgame hangingPiece pin veryLong,nan,False
4iOzU,1199,crushing long opening trappedPiece,nan,False
4iy9e,1126,advantage long opening,Queens_Gambit_Declined,False
4lzuo,1183,advantage long opening,Ruy_Lopez,False
4m5Av,1122,advantage long opening,French_Defense,True
4mh6G,1092,advantage kingsideAttack long opening,Kings_Gambit,False
4nVYT,919,crushing long opening,Four_Knights_Game,True
4njge,1197,crushing long opening,nan,False
50elD,956,advantage defensiveMove hangingPiece master middlegame veryLong,Queens_Gambit_Declined,False
50y2h,1168,crushing kingsideAttack middlegame veryLong,nan,False
51idG,1178,crushing defensiveMove hangingPiece middlegame skewer veryLong,Ruy_Lopez,False
52Xbb,753,advancedPawn advantage endgame pawnEndgame promotion quietMove veryLong,nan,True
58Uiv,1175,advantage defensiveMove endgame veryLong,nan,False
5HVsw,1070,crushing deflection long opening,Queens_Pawn_Game,True
5J8ZZ,1135,crushing kingsideAttack long opening,Scandinavian_Defense,False
5JlFR,1095,advancedPawn advantage endgame promotion veryLong,nan,True
5Lgk0,1114,crushing middlegame veryLong,Indian_Defense,True
5MbR6,1188,advantage defensiveMove endgame veryLong,nan,False
5MsVC,981,crushing kingsideAttack master middlegame veryLong,nan,True
5Ou76,1006,crushing hangingPiece long opening,Italian_Game,False
5P7uB,1197,crushing kingsideAttack long opening,Four_Knights_Game,True
5WQYT,986,crushing hangingPiece intermezzo long opening,nan,True
5aA1H,1178,crushing long opening,Reti_Opening,False
5f6lq,1139,crushing exposedKing long opening skewer,French_Defense,True
5fVF9,605,advantage middlegame veryLong,nan,True
5jcW3,1099,crushing hangingPiece long opening,nan,False
61Yer,1109,crushing long opening pin,English_Opening,False
628y3,1041,crushing long opening trappedPiece,Scandinavian_Defense,False
62Hx2,1197,crushing deflection interference kingsideAttack middlegame veryLong,nan,False
63yLm,1198,advancedPawn crushing kingsideAttack long opening,Sicilian_Defense,True
68LZ9,1044,crushing deflection middlegame skewer veryLong,nan,False
6EMYT,1115,crushing long opening,nan,True
6F13m,989,crushing long opening,Caro-Kann_Defense,False
6K4Nm,1161,advantage middlegame veryLong,nan,True
6Nrzn,1175,crushing long opening,French_Defense,False
6O850,874,crushing long opening,Italian_Game,True
6PpRr,1142,crushing long opening pin trappedPiece,nan,True
6SIVx,1184,crushing deflection long opening,nan,False
6TgXl,988,advancedPawn crushing middlegame veryLong,nan,False
6TjP2,1087,crushing hangingPiece long opening,Caro-Kann_Defense,True
6eY4i,682,advancedPawn advantage endgame promotion rookEndgame veryLong,nan,False
6hQFe,1168,crushing exposedKing long opening,French_Defense,False
6uabo,1078,advantage endgame pawnEndgame veryLong,nan,False
6wm8t,859,advancedPawn advantage endgame pawnEndgame promotion veryLong,nan,True
7ETAj,1062,crushing deflection middlegame veryLong,nan,False
7HRUl,1164,clearance crushing middlegame pin veryLong,nan,False
7NULg,1151,attraction crushing deflection middlegame veryLong,nan,False
7QUMv,719,advancedPawn advantage endgame master promotion veryLong,nan,False
7SttM,1075,advantage middlegame veryLong,nan,False
7fBoD,1048,crushing middlegame pin veryLong,nan,True
7gmNt,1077,advantage deflection endgame master veryLong,nan,False
87pIM,909,advantage endgame skewer veryLong,nan,False
8A6dS,1178,advancedPawn advantage endgame knightEndgame promotion veryLong,nan,False
8aszR,1147,advantage endgame master veryLong,nan,False
8spE2,1164,advantage defensiveMove endgame veryLong,nan,True
8wc1L,1171,crushing middlegame veryLong,nan,False
8x220,1039,advantage defensiveMove master middlegame veryLong,nan,False
8zeVu,1047,advancedPawn advantage endgame veryLong,nan,False
986f7,1160,crushing middlegame veryLong,nan,True
9F03u,1140,advantage attraction kingsideAttack middlegame veryLong,nan,True
9QNfb,1108,crushing hangingPiece middlegame pin veryLong,nan,False
9Ulmh,1110,crushing deflection middlegame veryLong,Philidor_Defense,False
9WsOp,1080,advantage middlegame veryLong,nan,False
9g9cM,1135,crushing middlegame veryLong,nan,False
9hVBo,1026,advancedPawn advantage endgame promotion veryLong,nan,False
9i0SO,935,advancedPawn advantage endgame promotion rookEndgame veryLong,nan,False
9jpe4,1114,crushing middlegame veryLong,nan,False
AKT2N,1020,crushing middlegame veryLong,nan,False
AQdc4,1093,crushing middlegame veryLong,nan,False
AXzo8,1102,crushing exposedKing middlegame veryLong,nan,False
B1jn0,828,attraction crushing middlegame skewer veryLong,nan,False
B1xER,1121,advancedPawn advantage endgame rookEndgame veryLong,nan,False
B7bZT,1188,advantage middlegame quietMove veryLong,nan,False
BKK6J,1167,advantage master middlegame veryLong,Pirc_Defense,True
BamsG,1137,advancedPawn advantage deflection endgame exposedKing promotion veryLong,nan,False
BbTn7,1189,crushing middlegame queensideAttack veryLong,nan,False
Bemz7,1144,crushing middlegame veryLong,nan,True
C1Bw1,643,advantage middlegame veryLong,nan,False
C4fi7,1012,advantage middlegame veryLong,Sicilian_Defense,False
CAxfk,1151,advantage deflection middlegame quietMove veryLong,nan,False
CDTXQ,1180,advantage endgame veryLong,nan,False
CG6IY,1141,advantage exposedKing middlegame veryLong,nan,True
CX6Yd,1070,crushing middlegame veryLong,nan,False
CgRyz,1190,advantage endgame veryLong,nan,True
CkW1p,1008,crushing middlegame veryLong,nan,True
Cm9jk,988,advantage endgame skewer veryLong,nan,False
CwuvM,1049,advantage kingsideAttack middlegame veryLong,nan,False
D2STJ,1119,crushing exposedKing middlegame veryLong,nan,False
D5BT6,1046,advancedPawn advantage defensiveMove endgame queenRookEndgame quietMove veryLong,nan,False
DCIyv,1111,crushing middlegame veryLong,Caro-Kann_Defense,False
DD63y,875,crushing middlegame veryLong,nan,True
DI5a0,1170,advantage deflection endgame veryLong,nan,False
DPzDs,1135,crushing kingsideAttack middlegame veryLong,nan,False
DQUU4,1184,advantage endgame veryLong,nan,False
Dd9ZU,1086,advancedPawn advantage endgame promotion veryLong,nan,False
DeobU,1098,advantage endgame exposedKing rookEndgame skewer veryLong,nan,False
Dixik,825,advantage endgame veryLong,nan,False
Dk63E,1030,crushing kingsideAttack middlegame veryLong,nan,False
DtkWA,1194,advantage endgame skewer veryLong,nan,False
DwkCT,1182,advantage endgame exposedKing master queenRookEndgame skewer veryLong,nan,False
DxctR,726,advancedPawn advantage endgame veryLong,nan,False
E6YfU,686,advantage middlegame veryLong,nan,True
ENS0S,1105,crushing defensiveMove middlegame veryLong,nan,False
ENTbH,1191,advantage endgame skewer veryLong,nan,False
ESy6V,1002,advancedPawn advantage endgame promotion veryLong,nan,False
EdW9d,1120,advantage attraction deflection endgame veryLong,nan,False
EkucM,1017,crushing middlegame veryLong,Four_Knights_Game,True
Euz1w,1111,advantage middlegame veryLong,Sicilian_Defense,True
F0Cfo,1177,crushing middlegame veryLong,nan,False
FB2MA,1182,advantage clearance defensiveMove endgame veryLong,nan,False
FD6GZ,1165,advantage middlegame veryLong,nan,False
FF4fa,1193,advantage clearance kingsideAttack middlegame trappedPiece veryLong,nan,False
FMz1j,972,advantage middlegame veryLong,Four_Knights_Game,False
FQEOm,965,crushing hangingPiece middlegame veryLong,nan,True
FTksn,1114,attraction crushing kingsideAttack middlegame veryLong,nan,False
FjpWf,1149,advantage deflection endgame skewer veryLong,nan,False
GIoXg,1198,advantage deflection endgame veryLong,nan,False
GRaeu,1177,advancedPawn advantage middlegame veryLong,nan,False
GhEID,1167,advantage middlegame veryLong,nan,False
GiCgV,1092,advantage deflection middlegame veryLong,Danish_Gambit,False
H3493,813,advantage defensiveMove middlegame veryLong,nan,True
H9Onv,983,advantage middlegame veryLong,Slav_Defense,False
HPZ1R,1172,advantage middlegame veryLong,Danish_Gambit,True
ILC7s,1194,advantage defensiveMove middlegame pin veryLong,nan,False
JOe9t,1088,advantage middlegame veryLong,nan,False
JOusZ,1029,advantage hangingPiece middlegame veryLong,nan,False
JVnFf,1067,advantage capturingDefender middlegame pin veryLong,Queens_Pawn_Game,True
JjGnI,1195,advantage defensiveMove middlegame veryLong,nan,False
KED8T,1152,advantage hangingPiece middlegame veryLong,nan,False
KZFbx,766,advantage middlegame veryLong,Ruy_Lopez,True
L17LQ,1082,advantage middlegame veryLong,nan,True
LWloE,1177,advantage middlegame veryLong,Vienna_Game,False
Lhnxp,1036,advantage middlegame veryLong,nan,False
LkcG1,927,advantage middlegame veryLong,nan,False
LtxWv,1103,advantage middlegame veryLong,nan,False
0000D,1473,advantage endgame short,nan,False
000aY,1441,advantage master middlegame short,Benoni_Defense,True
000hf,1595,mate mateIn2 middlegame short,Horwitz_Defense,True
000mr,1500,crushing middlegame short,nan,False
001XA,1787,crushing discoveredAttack long master middlegame sacrifice,nan,True
001w5,1444,advancedPawn attraction mate mateIn2 middlegame promotion short,nan,False
001wb,1482,mate mateIn1 middlegame oneMove,Ruy_Lopez,True
00206,1511,advantage opening short trappedPiece,Queens_Pawn_Game,False
002IE,1303,advantage fork middlegame short,Queens_Pawn_Game,False
002KJ,1499,crushing discoveredAttack middlegame short,Caro-Kann_Defense,False
002Tf,1579,advantage fork opening short,nan,False
002VP,1368,crushing endgame short,nan,False
002rd,1682,crushing kingsideAttack long middlegame pin,nan,False
002uV,1613,advantage middlegame short,nan,False
003IX,1655,endgame mate mateIn1 oneMove,nan,True
003Tx,1680,backRankMate endgame fork mate mateIn2 short,nan,True
003YT,1729,advantage fork opening veryLong,nan,False
003nQ,1307,crushing kingsideAttack master middlegame pin short,nan,False
003r5,1286,crushing fork middlegame short,Kings_Gambit_Accepted,False
0045Q,1363,advantage fork opening short,nan,False
004Ao,1735,advantage endgame short,nan,True
004BW,1688,advantage middlegame short,Sicilian_Defense,False
004RF,1792,attraction crushing discoveredAttack endgame long sacrifice,nan,True
004d8,1497,crushing endgame long rookEndgame,nan,False
004kB,1324,kingsideAttack long mate mateIn3 middlegame sacrifice,Ruy_Lopez,False
004zI,1397,endgame mate mateIn1 oneMove,nan,True
005HF,1363,crushing defensiveMove hangingPiece middlegame short,nan,False
005jJ,1438,advantage opening short,Queens_Pawn_Game,False
005wy,1794,long mate mateIn3 middlegame queensideAttack sacrifice,nan,False
0066C,1747,advantage discoveredAttack kingsideAttack long middlegame sacrifice,nan,False
0068B,1451,crushing deflection middlegame short,Sicilian_Defense,False
0068D,1500,crushing endgame veryLong,nan,False
006E1,1636,crushing deflection endgame veryLong,nan,False
006RM,1599,crushing long middlegame,nan,False
006wz,1295,attraction crushing endgame fork long sacrifice,nan,False
0072T,1685,advantage kingsideAttack master middlegame short,Philidor_Defense,False
00761,1414,attraction crushing endgame exposedKing fork long sacrifice,nan,False
007AS,1569,crushing master middlegame short,Caro-Kann_Defense,True
007ku,1695,mate mateIn2 middlegame short,nan,True
008D5,1304,advantage fork master opening short,nan,False
008LT,1561,crushing kingsideAttack middlegame pin sacrifice short,nan,False
009FS,1734,crushing discoveredAttack opening short,Sicilian_Defense,True
009Os,1447,crushing long middlegame,nan,False
009zR,1591,discoveredAttack endgame mate mateIn2 short,nan,True
00AHY,1384,advantage endgame long,nan,False
00Aas,1324,crushing fork long middlegame,nan,True
00Ahb,1206,crushing middlegame short,Sicilian_Defense,False
00Al5,1669,advantage middlegame short,Slav_Defense,False
00AuR,1662,advancedPawn crushing endgame short,nan,False
00B3B,1465,crushing endgame short,nan,False
00B5A,1486,advantage hangingPiece long middlegame,Nimzowitsch_Defense,False
00B7G,1714,crushing middlegame short,nan,False
00BM8,1508,advantage master middlegame short trappedPiece,Caro-Kann_Defense,False
00BSo,1263,advantage endgame short,nan,False
00Bex,1657,crushing middlegame short,nan,False
00Bg4,1380,backRankMate endgame mate mateIn2 short xRayAttack,nan,False
00Bp0,1348,advantage capturingDefender middlegame short,nan,False
00BrZ,1488,attraction kingsideAttack long mate mateIn3 middlegame sacrifice,nan,True
00CMj,1600,crushing defensiveMove endgame master short,nan,False
00CcK,1509,crushing endgame long,nan,False
00CiZ,1366,crushing middlegame short,nan,False
00Cs4,1368,advantage middlegame short,nan,False
00D7x,1535,crushing deflection middlegame short,Benoni_Defense,False
00DdW,1674,advantage middlegame short trappedPiece,nan,False
00DkJ,1669,crushing deflection exposedKing long middlegame,nan,False
00EDN,1734,advantage middlegame short,Nimzo-Indian_Defense,False
00EEp,1593,endgame mate mateIn2 short,nan,False
00Ea3,1329,crushing fork long middlegame,nan,False
00EbJ,1216,capturingDefender crushing opening short,nan,True
00Er4,1290,crushing hangingPiece middlegame short,Caro-Kann_Defense,True
00F5G,1515,crushing deflection kingsideAttack middlegame pin short,nan,False
00GAf,1334,crushing long middlegame,nan,True
00GBV,1459,advantage middlegame short,nan,False
00GVf,1664,crushing exposedKing long middlegame sacrifice,nan,False
00GYk,1680,crushing master middlegame short,nan,False
00GcF,1743,advantage attraction exposedKing fork long middlegame,nan,False
00Gvr,1296,advantage bishopEndgame defensiveMove endgame master short,nan,False
00H1C,1456,mate mateIn1 middlegame oneMove,nan,True
00HGG,1681,crushing defensiveMove endgame long pawnEndgame,nan,False
00HSV,1743,advantage middlegame short,Queens_Gambit_Declined,True
00HVU,1643,advantage fork middlegame short,nan,False
00HZC,1529,endgame mate mateIn2 short,nan,False
00HoG,1380,mate mateIn1 middlegame oneMove,nan,True
00HzX,1326,crushing endgame fork short,nan,False
00IF7,1637,crushing middlegame short,Sicilian_Defense,False
00IPp,1543,endgame mate mateIn1 oneMove,nan,True
00IUT,1508,crushing fork long middlegame,Italian_Game,False
00IiM,1631,advantage middlegame short,nan,True
00IpT,1686,crushing hangingPiece middlegame short,nan,False
00Ivf,1675,endgame long mate mateIn3 rookEndgame,nan,False
00J1t,1793,exposedKing kingsideAttack long mate mateIn3 middlegame,nan,False
00JYV,1633,advantage kingsideAttack long opening,Ruy_Lopez,False
00JzT,1688,crushing defensiveMove endgame pawnEndgame quietMove short,nan,False
00K8j,1427,advantage opening short,Queens_Gambit_Declined,True
00KO5,1387,advantage endgame long,nan,False
00KUa,1555,crushing opening short trappedPiece,nan,False
00Kbj,1560,endgame long mate mateIn3 rookEndgame,nan,False
00KhM,1435,clearance endgame mate mateIn2 pin sacrifice short,nan,False
00LH7,1537,crushing endgame short,nan,False
00LI0,1434,crushing hangingPiece middlegame short,Caro-Kann_Defense,False
00LII,1620,advantage hangingPiece middlegame short,nan,False
00LMb,1739,advancedPawn crushing endgame knightEndgame sacrifice short,nan,False
00LO6,1630,advantage middlegame short,nan,False
00LOy,1581,crushing endgame short,nan,False
00LdT,1221,kingsideAttack mate mateIn2 middlegame short,nan,True
00Lo9,1424,endgame equality fork short,nan,False
00Lyc,1720,crushing endgame fork short,nan,False
00M1q,1363,advantage long middlegame pin,nan,False
00ME0,1635,bishopEndgame crushing endgame short,nan,False
00MFe,1445,endgame mate mateIn2 short,nan,True
00MGA,1267,kingsideAttack mate mateIn2 middlegame short,nan,False
00MIY,1539,endgame mate mateIn2 short,nan,True
00MYL,1263,mate mateIn1 middlegame oneMove,nan,True
00N3B,1500,crushing long middlegame,nan,True
00NUc,1578,endgame mate mateIn2 sacrifice short,nan,False
00NVe,1518,advantage endgame short,nan,False
00Nf5,1612,advantage fork long opening,Polish_Opening,False
00O37,1301,advantage discoveredAttack middlegame short,nan,True
00O8m,1465,crushing fork middlegame short,Englund_Gambit_Declined,False
00OQt,1708,advancedPawn bishopEndgame crushing endgame long,nan,False
00Ocp,1723,crushing exposedKing long middlegame,nan,False
00Ohu,1479,crushing fork middlegame short,nan,False
00OmS,1416,crushing kingsideAttack middlegame short,Scandinavian_Defense,True
00Or5,1466,mate mateIn1 oneMove opening,Slav_Defense,True
00P6j,1354,kingsideAttack mate mateIn2 middlegame short,nan,True
00PvX,1630,endgame knightEndgame mate mateIn2 short,nan,True
00Q4v,1249,crushing endgame short skewer,nan,True
00QZ3,1292,mate mateIn2 opening short,nan,False
00QnO,1798,crushing fork intermezzo middlegame short,nan,False
00QqI,1664,advantage long middlegame,Scotch_Game,False
00R0l,1282,advantage opening short,nan,False
00R2A,1418,crushing discoveredAttack endgame short,nan,False
00R4l,1470,advantage defensiveMove endgame long,nan,False
00RbX,1711,advantage long middlegame,nan,False
00Rvy,1304,advantage endgame fork short,nan,False
00RzK,1538,advantage middlegame short,nan,False
00S6j,1415,crushing master middlegame short,nan,False
00SMl,1214,mate mateIn1 middlegame oneMove,Kings_Gambit_Accepted,False
00SOy,1351,mate mateIn1 middlegame oneMove,nan,True
00STS,1375,advantage fork middlegame short,nan,False
00SeK,1364,endgame mate mateIn1 oneMove,nan,True
00SyL,1227,capturingDefender crushing opening short,Sicilian_Defense,True
00TLz,1453,advantage deflection endgame long,nan,False
00TOt,1547,crushing endgame short,nan,False
00Tll,1468,advantage endgame fork short,nan,False
00UOA,1649,advantage endgame short,nan,False
00UZP,1500,crushing middlegame short,nan,False
00Uwn,1648,advantage fork middlegame short,nan,False
00V0G,1295,endgame mate mateIn2 rookEndgame short,nan,False
00VEX,1331,crushing middlegame short,nan,True
00VIe,1625,endgame mate mateIn1 oneMove,nan,True
00VJF,1244,advantage middlegame short,nan,False
00VQ7,1578,crushing middlegame short,Kings_Gambit_Accepted,True
00VXe,1584,advantage middlegame short,English_Defense,False
00ViT,1428,endgame mate mateIn1 oneMove,nan,True
00VoA,1591,advantage middlegame short,Anderssens_Opening,True
00W5B,1410,advantage attraction endgame long pin sacrifice,nan,False
00WUu,1583,attraction crushing fork long opening sacrifice,Queens_Gambit_Declined,False
00WbE,1704,crushing endgame short,nan,False
00Wfu,1290,advantage deflection endgame master short,nan,False
00WiB,1398,advantage long master middlegame,nan,False
00WlQ,1276,crushing middlegame short,Queens_Gambit_Declined,False
00WqT,1733,mate mateIn2 middlegame short,nan,True
00WsE,1433,advantage long opening,nan,False
00WvA,1227,crushing deflection endgame short,nan,False
00WzS,1583,advantage hangingPiece intermezzo middlegame short,St_George_Defense,True
00X5w,1345,advantage middlegame short,Ruy_Lopez,False
00XPO,1500,crushing middlegame short,nan,False
00XTV,1759,crushing endgame master rookEndgame veryLong,nan,False
00XXM,1761,advantage long middlegame pin,nan,False
00XZR,1458,crushing defensiveMove endgame long pin,nan,False
00Xfn,1498,mate mateIn1 middlegame oneMove,nan,True
00Xp9,1500,crushing master middlegame short,nan,False
00Xr8,1586,crushing long middlegame,nan,False
00YbG,1725,crushing endgame pawnEndgame short zugzwang,nan,False
00YeV,1407,crushing long middlegame trappedPiece,Scandinavian_Defense,False
00ZAn,1716,advantage hangingPiece long opening,nan,False
00ZWD,1325,endgame mate mateIn2 short,nan,True
00ZWf,1314,crushing middlegame short trappedPiece,Kings_Pawn_Game,False
00ZeT,1391,crushing endgame pin short,nan,False
00Zks,1800,advancedPawn advantage defensiveMove endgame promotion short,nan,False
00a98,1623,endgame mate mateIn2 short,nan,True
00aDl,1450,attraction mate mateIn2 middlegame queensideAttack sacrifice short,nan,False
00aEe,1434,crushing fork middlegame short,French_Defense,False
00aME,1419,advantage middlegame short,Center_Game,False
00aYp,1752,crushing master middlegame short,nan,False
00abm,1350,crushing fork middlegame short,English_Opening,False
00agR,1500,crushing endgame short,nan,False
00asK,1437,endgame mate mateIn2 short,nan,True
00awL,1610,crushing endgame short,nan,False
00b6f,1700,crushing endgame long,nan,False
00b7t,1494,advantage long middlegame,nan,False
00bnu,1619,advantage intermezzo middlegame short,nan,True
00bzy,1601,advantage middlegame short,nan,True
00cCK,1250,crushing endgame short,nan,True
00ccX,1595,crushing long middlegame,Nimzo-Larsen_Attack,False
00d1o,1431,crushing kingsideAttack opening short,nan,False
00dUW,1261,crushing fork middlegame short,nan,False
00dnp,1276,crushing endgame fork master queenRookEndgame short,nan,False
00eIQ,1442,crushing discoveredAttack middlegame short,Queens_Pawn_Game,False
00eOw,1640,crushing middlegame short,nan,False
00eWz,1589,advantage clearance master middlegame pin sacrifice short,nan,False
00eix,1410,crushing fork long middlegame,nan,False
00fTw,1617,advantage middlegame short,Bird_Opening,False
00fVJ,1500,crushing endgame short,nan,False
00fXd,1425,endgame master mate mateIn1 oneMove,nan,True
00fmc,1524,advantage middlegame short,nan,False
00ft3,1264,crushing endgame fork short,nan,False
00fwM,1439,mate mateIn2 opening short,nan,True
00g5t,1246,kingsideAttack mate mateIn1 middlegame oneMove,nan,True
00gH0,1372,backRankMate endgame long mate mateIn3 sacrifice,nan,False
00gcY,1487,crushing fork middlegame short,nan,True
00ghH,1440,endgame mate mateIn2 short,nan,False
00gsT,1446,crushing middlegame short,Queens_Gambit_Accepted,False
00gtb,1469,crushing endgame veryLong,nan,False
00gyK,1732,crushing endgame quietMove short,nan,True
00h5T,1796,crushing kingsideAttack master middlegame short,nan,False
00h7S,1624,crushing endgame short,nan,False
00h8Z,1517,endgame mate mateIn2 queenRookEndgame short,nan,True
00hSr,1270,kingsideAttack mate mateIn2 middlegame short,nan,True
00hUl,1500,crushing middlegame queensideAttack short,nan,False
00hYk,1324,crushing endgame short,nan,True
00hbV,1319,crushing endgame hangingPiece short,nan,False
00hsd,1665,crushing endgame long,nan,False
00huB,1407,crushing long middlegame,Nimzo-Larsen_Attack,False
00hxr,1590,advantage hangingPiece long middlegame,Queens_Pawn_Game,False
00iAF,1585,crushing endgame fork short,nan,False
00iLe,1676,crushing middlegame short,Torre_Attack,False
00iQD,1764,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong,nan,False
00ir2,1381,advancedPawn crushing endgame short,nan,True
00irz,1735,crushing defensiveMove endgame long,nan,False
00isY,1417,crushing fork master opening short,nan,True
00itj,1356,crushing endgame fork short,nan,False
00ivI,1381,advantage fork middlegame short,nan,False
